iter	Logloss
325	0.5546617074
326	0.5545462916
327	0.5543362491
328	0.554193407
329	0.5541564121
330	0.5540867967
331	0.5539802653
332	0.5539159532
333	0.553906382
334	0.5537968245
335	0.5536103605
336	0.5535956149
337	0.5534423673
338	0.5532666705
339	0.5531060599
340	0.5529637311
341	0.5529344616
342	0.5528435545
343	0.552727767
344	0.5526454412
345	0.5524116169
346	0.5522619812
347	0.5522265095
348	0.5521137672
349	0.5517609874
350	0.5516376419
351	0.5514967335
352	0.5512700086
353	0.551098249
354	0.5510205705
355	0.5509484209
356	0.5508077907
357	0.5506166493
358	0.5505499809
359	0.5505051341
360	0.5504651703
361	0.5501900981
362	0.5500832861
363	0.5499680046
364	0.5499462297
365	0.5498566518
366	0.5498252778
367	0.5496474206
368	0.5494637514
369	0.5492392888
370	0.5489353223
371	0.5486672667
372	0.54859082
373	0.5484479053
374	0.548309214
375	0.5481257854
376	0.5479572073
377	0.5478419061
378	0.5476264556
379	0.5473293362
380	0.5472821086
381	0.5471477947
382	0.5469290388
383	0.5466741526
384	0.5465585385
385	0.5463179549
386	0.5461678054
387	0.5460370849
388	0.5457659163
389	0.5455221619
390	0.5454333756
391	0.5453824105
392	0.5453815473
393	0.5452865207
394	0.5450315044
395	0.5449883865
396	0.5448129334
397	0.5446802581
398	0.5444630112
399	0.5443410504
400	0.5442954089
401	0.5441017745
402	0.5439566389
403	0.5436299743
404	0.5434954561
405	0.5432120403
406	0.5430951074
407	0.5429423277
408	0.5427672519
409	0.5425830427
410	0.5424152994
411	0.5422943955
412	0.5421067498
413	0.5420910763
414	0.5419340924
415	0.541678682
416	0.5416210119
417	0.5415195703
418	0.5414778058
419	0.5413622944
420	0.5412078197
421	0.5410296112
422	0.5408432821
423	0.5407492756
424	0.540591223
425	0.5404694857
426	0.5403042627
427	0.5400217873
428	0.5398334151
429	0.5397603367
430	0.5395883298
431	0.5393965757
432	0.5392747864
433	0.5392284445
434	0.5389629639
435	0.5389473339
436	0.5387303572
437	0.5386587006
438	0.5385383075
439	0.5383611092
440	0.5383533265
441	0.5380646891
442	0.5379375899
443	0.5378847849
444	0.5376403508
445	0.5375606433
446	0.5374448933
447	0.537416918
448	0.5373219994
449	0.5370607758
450	0.5370323279
451	0.5367733748
452	0.5367440827
453	0.5365107306
454	0.5363212365
455	0.5361421048
456	0.5360130452
457	0.5358640898
458	0.5358475998
459	0.5356578672
460	0.5355033256
461	0.5354810164
462	0.5353317315
463	0.5350652302
464	0.5348022093
465	0.5347936707
466	0.5346999574
467	0.5345977168
468	0.5343952481
469	0.5342483001
470	0.5340715664
471	0.5337878147
472	0.533379169
473	0.5332386166
474	0.5331092357
475	0.5330318154
476	0.5329550052
477	0.5328633591
478	0.5328260052
479	0.5326752718
480	0.5326051118
481	0.5324328216
482	0.532343151
483	0.5321939209
484	0.5321668959
485	0.5320055258
486	0.5316860208
487	0.5315138925
488	0.5314155765
489	0.5313425806
490	0.5311423466
491	0.5310224333
492	0.5309962666
493	0.530928056
494	0.5308136624
495	0.5307097106
496	0.5306925822
497	0.5306162241
498	0.5306103742
499	0.5305906239
500	0.5305698601
501	0.530513197
502	0.5303608055
503	0.5303061458
504	0.5301910522
505	0.5300110768
506	0.5298129869
507	0.5296483808
508	0.5295292359
509	0.5293713955
510	0.5290973076
511	0.5289965829
512	0.5288859664
513	0.5288681791
514	0.5288169584
515	0.5287216531
516	0.5285945511
517	0.52852774
518	0.5283724268
519	0.5281999298
520	0.5281005132
521	0.5279869241
522	0.5279248278
523	0.5278446084
524	0.5276527595
525	0.5274555117
526	0.5272561466
527	0.5270968085
528	0.5270440509
529	0.5269706772
530	0.5267361551
531	0.5266321485
532	0.5266093053
533	0.5263618795
534	0.526154231
535	0.5259121362
536	0.5257725797
537	0.5257245418
538	0.5255610639
539	0.525381721
540	0.5253728252
541	0.5252615058
542	0.5251880206
543	0.5250774238
544	0.5249515078
545	0.5248952905
546	0.5246945017
547	0.5246100858
548	0.5245275568
549	0.5245269477
550	0.5243836915
551	0.5243306596
552	0.5241629856
553	0.5240544252
554	0.5240530926
555	0.5239977753
556	0.5236897651
557	0.5233380719
558	0.5232159385
559	0.523117307
560	0.522967478
561	0.5228935147
562	0.5227636392
563	0.522488083
564	0.5223504721
565	0.5222644868
566	0.5221447865
567	0.522103487
568	0.5220793402
569	0.5219142692
570	0.521885106
571	0.5217648361
572	0.5216743279
573	0.5215983385
574	0.5214216215
575	0.5213356924
576	0.521183823
577	0.5210603826
578	0.5209947395
579	0.5208191871
580	0.5208004435
581	0.5207796271
582	0.5206174805
583	0.5205406397
584	0.5204042248
585	0.5202679875
586	0.5200823633
587	0.5200382903
588	0.519919315
589	0.5197627907
590	0.5195645735
591	0.5193961456
592	0.5192998894
593	0.5192332121
594	0.5192109614
595	0.5190401117
596	0.5189721468
597	0.5188873049
598	0.5187650502
599	0.5186279347
600	0.5185365483
601	0.5181655966
602	0.5181397796
603	0.518075561
604	0.5179645178
605	0.5178903533
606	0.5177806021
607	0.5177497341
608	0.5176852477
609	0.5176829168
610	0.5176799678
611	0.5175260363
612	0.5173774178
613	0.5173647027
614	0.5173495197
615	0.5172322574
616	0.5171272352
617	0.5169791034
618	0.5169615485
619	0.5168102091
620	0.5166917066
621	0.5166565544
622	0.516621161
623	0.5165158863
624	0.5165157275
625	0.5163539372
626	0.5162161292
627	0.5159776935
628	0.5158564363
629	0.5157126836
630	0.5155539946
631	0.5155344571
632	0.5154189734
633	0.5152014825
634	0.5151338275
635	0.5149894883
636	0.5149776755
637	0.5147649813
638	0.5145999932
639	0.514590251
640	0.514535438
641	0.5144565126
642	0.5143684484
643	0.5142282655
644	0.5142281074
645	0.5140970093
646	0.5140765946
647	0.5140582463
648	0.5140204769
649	0.5140044627
650	0.5139213383
651	0.5138540469
652	0.513687073
653	0.5136196756
654	0.5135200803
655	0.5134174479
656	0.5133337083
657	0.5131895599
658	0.5130495047
659	0.5129608885
660	0.5127054004
661	0.512602661
662	0.5124860285
663	0.5124858793
664	0.5123326164
665	0.5121030395
666	0.5119694721
667	0.511950207
668	0.5119466
669	0.5119145392
670	0.5118262616
671	0.5116424423
672	0.5115014308
673	0.5113683232
674	0.5112829896
675	0.5111530051
676	0.5110343306
677	0.5108193669
678	0.5107269596
679	0.5107152699
680	0.5106377871
681	0.5105375723
682	0.5103434307
683	0.5101752949
684	0.5100681939
685	0.5100637392
686	0.5098226433
687	0.5097161993
688	0.509608552
689	0.5095736945
690	0.5095559923
691	0.509443866
692	0.5093261329
693	0.5091918706
694	0.5089860978
695	0.5088666444
696	0.5088053098
697	0.5088052308
698	0.5085192378
699	0.5084662964
700	0.5084120329
701	0.5082656726
702	0.5081465264
703	0.5080461622
704	0.5077762735
705	0.5077242841
706	0.5076242372
707	0.5075145458
708	0.5073363636
709	0.5072008525
710	0.5071810226
711	0.5070176346
712	0.5068513005
713	0.5066746529
714	0.5065578431
715	0.5064700047
716	0.5063495189
717	0.5062986789
718	0.5061901884
719	0.5061232807
720	0.5060340711
721	0.5058408959
722	0.5057370963
723	0.5056658323
724	0.5055243181
725	0.5053905526
726	0.5051761875
727	0.505149341
728	0.5050326763
729	0.5049906631
730	0.5047916575
731	0.5044772259
732	0.5043761627
733	0.5043206595
734	0.504244895
735	0.5041671985
736	0.5039885846
737	0.5039082166
738	0.5038814457
739	0.5036425503
740	0.5035248073
741	0.5033819003
742	0.5032221756
743	0.5031175163
744	0.5029520402
745	0.502900595
746	0.5027340517
747	0.5026541994
748	0.5025149651
749	0.5023994362
750	0.5022363554
751	0.5021313616
752	0.5019385913
753	0.5018203961
754	0.5016464628
755	0.5014999308
756	0.5014230975
757	0.5013913548
758	0.5012595463
759	0.5011606055
760	0.5010953615
761	0.5010253782
762	0.5007553023
763	0.5006711789
764	0.5005818426
765	0.5005346155
766	0.5004026758
767	0.5003635182
768	0.5002860518
769	0.5001627106
770	0.5000689572
771	0.4998840081
772	0.4998351657
773	0.499762938
774	0.499684323
775	0.4994914912
776	0.4994335154
777	0.4993943115
778	0.4991674372
779	0.4990081942
780	0.4989318498
781	0.4986089582
782	0.4983768875
783	0.4982652729
784	0.4979620146
785	0.4977700595
786	0.497699773
787	0.4975402449
788	0.4975113696
789	0.4973518793
790	0.4970798611
791	0.4970411274
792	0.4969163943
793	0.4968284668
794	0.4966321243
795	0.4966185689
796	0.4965616821
797	0.496480432
798	0.4964803061
799	0.4963788831
800	0.4963742853
801	0.4962462419
802	0.4960821126
803	0.4959921645
804	0.4958809424
805	0.4957093174
806	0.4955176615
807	0.4954373342
808	0.4953505335
809	0.4953406629
810	0.4951570106
811	0.4950202967
812	0.494982634
813	0.494866657
814	0.4946199264
815	0.4944892861
816	0.4944285799
817	0.4942948767
818	0.4941542906
819	0.4939513743
820	0.4938472543
821	0.4937648462
822	0.4935860806
823	0.4933738123
824	0.4933164914
825	0.4933163669
826	0.4932276096
827	0.4929288865
828	0.4928557636
829	0.4927642328
830	0.4926282989
831	0.4925585769
832	0.4925077473
833	0.4923080242
834	0.4921184342
835	0.4920566388
836	0.4920103349
837	0.4917772768
838	0.4915842472
839	0.4914342796
840	0.4912326948
841	0.4910999921
842	0.4910086396
843	0.4909264013
844	0.4908243399
845	0.4905767447
846	0.4904461704
847	0.4903372237
848	0.4903340243
849	0.4902943837
850	0.4902123213
851	0.4901170663
852	0.4899741542
853	0.489705079
854	0.4893925069
855	0.4893375605
856	0.4889947428
857	0.4888812438
858	0.4886527379
859	0.4884137513
860	0.4883371798
861	0.4881387931
862	0.4880310637
863	0.4880060709
864	0.4877069366
865	0.4876161141
866	0.4875178382
867	0.4874219051
868	0.4874033335
869	0.4873240989
870	0.4869821885
871	0.4869029926
872	0.4867129693
873	0.4865600016
874	0.4863936771
875	0.4862981985
876	0.486131045
877	0.4859376958
878	0.4858134808
879	0.4856978613
880	0.4855329875
881	0.4853807305
882	0.4851783757
883	0.4850395888
884	0.4849248555
885	0.4847189019
886	0.4846100392
887	0.4845085815
888	0.4843632571
889	0.4843053313
890	0.4841742424
891	0.4841408538
892	0.4841378985
893	0.4839260272
894	0.4837405843
895	0.4836189773
896	0.4834492533
897	0.4833534804
898	0.483199623
899	0.4830934863
900	0.4828983207
901	0.4827757765
902	0.4826186729
903	0.482455549
904	0.4822858498
905	0.4822230871
906	0.4820978203
907	0.4820166333
908	0.4818636166
909	0.4817366406
910	0.4817304328
911	0.4816268475
912	0.481468731
913	0.4813418133
914	0.481207224
915	0.4810372438
916	0.4808717829
917	0.4808186041
918	0.4807673723
919	0.48063385
920	0.4804668959
921	0.4803248343
922	0.4802145525
923	0.4801232861
924	0.4797896072
925	0.4797431045
926	0.4795516805
927	0.4793918643
928	0.4791412197
929	0.4789794911
930	0.4788438599
931	0.4787180372
932	0.4785419559
933	0.4784364197
934	0.4783293703
935	0.4781636095
936	0.4780307568
937	0.4778513442
938	0.4776863496
939	0.4775963443
940	0.4774212246
941	0.4773621576
942	0.4772086168
943	0.4770258943
944	0.4767535778
945	0.4767205249
946	0.4765878539
947	0.4764404358
948	0.4762818112
949	0.4761064319
950	0.4759622788
951	0.4758039876
952	0.4756537937
953	0.4755453767
954	0.4754866396
955	0.4753617653
956	0.4751299326
957	0.4750196941
958	0.4748827472
959	0.4747686763
960	0.474628448
961	0.474406294
962	0.4742508919
963	0.4740224046
964	0.4738472553
965	0.473640013
966	0.4734985087
967	0.4733128741
968	0.473153997
969	0.4730455744
970	0.4729779924
971	0.4729004798
972	0.4727465069
973	0.4726099375
974	0.4726026969
975	0.4725055091
976	0.4723171436
977	0.4720863142
978	0.4719475387
979	0.4718789801
980	0.4717711259
981	0.4717160129
982	0.4713067381
983	0.471220741
984	0.4711012563
985	0.4709505561
986	0.470808862
987	0.470651411
988	0.4705780266
989	0.4703983004
990	0.4703023292
991	0.4701228913
992	0.4699814018
993	0.4698058395
994	0.4695687576
995	0.4695566974
996	0.4694595189
997	0.4694549073
998	0.4692851821
999	0.4691719931
